node_id,label,kind,in_corpus,modularity_class,year,cited_by_within_corpus,references_made,primary_topic,source,type,subfield,field,domain,doi
W2214124587,W2214124587,reference_only,False,3,,4,0,,,,,,,
W2380542068,W2380542068,reference_only,False,35,,4,0,,,,,,,
W2582743722,W2582743722,reference_only,False,27,,11,0,,,,,,,
W4254369546,W4254369546,reference_only,False,3,,2,0,,,,,,,
W6632679385,W6632679385,reference_only,False,3,,2,0,,,,,,,
W2748503807,Congruent auditory display and confusion in sound localization: Case of elderly drivers,publication,True,8,2017.0,0,9,Noise Effects and Management,Transportation Research Part F Traffic Psychology and Behaviour,article,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1016/j.trf.2017.06.020
W55702805,W55702805,reference_only,False,8,,2,0,,,,,,,
W1984496813,W1984496813,reference_only,False,8,,2,0,,,,,,,
W2035450303,W2035450303,reference_only,False,8,,3,0,,,,,,,
W2051603309,W2051603309,reference_only,False,8,,3,0,,,,,,,
W2113220823,W2113220823,reference_only,False,8,,3,0,,,,,,,
W6602228179,W6602228179,reference_only,False,8,,2,0,,,,,,,
W185137750,W185137750,reference_only,False,5,,2,0,,,,,,,
W1480141383,W1480141383,reference_only,False,5,,3,0,,,,,,,
W1544283212,W1544283212,reference_only,False,5,,2,0,,,,,,,
W2059819740,W2059819740,reference_only,False,5,,2,0,,,,,,,
W2099473180,W2099473180,reference_only,False,31,,2,0,,,,,,,
W2100151997,W2100151997,reference_only,False,5,,3,0,,,,,,,
W2149802018,W2149802018,reference_only,False,35,,2,0,,,,,,,
W2327939705,W2327939705,reference_only,False,5,,2,0,,,,,,,
W4300838235,W4300838235,reference_only,False,5,,3,0,,,,,,,
W2407488597,W2407488597,reference_only,False,19,,5,0,,,,,,,
W3182879190,Designing and fabricating materials from fire using sonification and deep learning,publication,True,14,2021.0,2,9,Tactile and Sensory Interactions,iScience,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.isci.2021.102873
W3094829729,W3094829729,reference_only,False,14,,2,0,,,,,,,
W3107086947,W3107086947,reference_only,False,14,,2,0,,,,,,,
W4376551357,W4376551357,reference_only,False,14,,3,0,,,,,,,
W2290003388,SPATIAL AUDITORY DISPLAYS A STUDY ON THE USE OF VIRTUAL AUDIO ENVIRONMENTS AS INTERFACES FOR USERS WITH VISUAL DISABILITIES,publication,True,1,2004.0,3,10,Tactile and Sensory Interactions,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W1980451132,W1980451132,reference_only,False,1,,3,0,,,,,,,
W2052855523,W2052855523,reference_only,False,1,,5,0,,,,,,,
W2406224025,W2406224025,reference_only,False,1,,2,0,,,,,,,
W2900110466,Personalised interactive sonification of musical performance data,publication,True,3,2019.0,0,15,Music Technology and Sound Studies,Journal on Multimodal User Interfaces,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/s12193-019-00294-y
W67470114,W67470114,reference_only,False,0,,3,0,,,,,,,
W115063685,W115063685,reference_only,False,3,,2,0,,,,,,,
W633676858,W633676858,reference_only,False,3,,2,0,,,,,,,
W2165066790,Tweetdreams : Making Music With The Audience And The World Using Real-Time Twitter Data,publication,True,3,2011.0,2,6,Music and Audio Processing,New Interfaces for Musical Expression,article,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.5281/zenodo.1177990
W2514021589,W2514021589,reference_only,False,3,,2,0,,,,,,,
W2577225486,W2577225486,reference_only,False,3,,2,0,,,,,,,
W2765608652,Auditory display as feedback for a novel eye-tracking system for sterile operating room interaction,publication,True,31,2017.0,0,15,Healthcare Technology and Patient Monitoring,International Journal of Computer Assisted Radiology and Surgery,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1007/s11548-017-1677-3
W2122570643,W2122570643,reference_only,False,31,,5,0,,,,,,,
W2249595199,W2249595199,reference_only,False,3,,5,0,,,,,,,
W4324117850,Molecular sonification for molecule to music information transfer,publication,True,14,2023.0,3,7,Various Chemistry Research Topics,Digital Discovery,article,Physical and Theoretical Chemistry,Chemistry,Physical Sciences,https://doi.org/10.1039/d3dd00008g
W2319932748,W2319932748,reference_only,False,14,,2,0,,,,,,,
W2951582018,Autoencoding sensory substitution,publication,True,26,2019.0,3,55,Neural dynamics and brain function,arXiv (Cornell University),preprint,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.13140/rg.2.2.10576.87048
W2893968879,A Novel Auditory Display for Neonatal Resuscitation: Laboratory Studies Simulating Pulse Oximetry in the First 10 Minutes After Birth,publication,True,19,2018.0,3,22,Healthcare Technology and Patient Monitoring,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1177/0018720818793769
W2133738611,W2133738611,reference_only,False,19,,2,0,,,,,,,
W2154559400,W2154559400,reference_only,False,19,,2,0,,,,,,,
W2163322071,W2163322071,reference_only,False,19,,6,0,,,,,,,
W2957880271,Comparison of Standard and Enhanced Pulse Oximeter Auditory Displays of Oxygen Saturation: A Laboratory Study With Clinician and Nonclinician Participants,publication,True,19,2019.0,5,18,Healthcare Technology and Patient Monitoring,Anesthesia & Analgesia,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1213/ane.0000000000004267
W4253435090,W4253435090,reference_only,False,1,,2,0,,,,,,,
W1988786915,"On Breathing and Geography: Explorations of Data Sonifications of Timespace Processes with Illustrating Examples from a Tidally Dynamic Landscape (Severn Estuary, UK)",publication,True,6,2013.0,0,15,Diverse Musicological Studies,Environment and Planning A Economy and Space,article,Music,Arts and Humanities,Social Sciences,https://doi.org/10.1068/a45264
W635480747,W635480747,reference_only,False,6,,2,0,,,,,,,
W1513429524,W1513429524,reference_only,False,5,,3,0,,,,,,,
W4238014541,W4238014541,reference_only,False,6,,2,0,,,,,,,
W4243761327,W4243761327,reference_only,False,6,,2,0,,,,,,,
W4311176522,Exploring the influence of driver affective state and auditory display urgency on takeover performance in semi-automated vehicles: Experiment and modelling,publication,True,28,2022.0,0,25,Human-Automation Interaction and Safety,International Journal of Human-Computer Studies,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1016/j.ijhcs.2022.102979
W2007203651,W2007203651,reference_only,False,28,,2,0,,,,,,,
W2043228310,W2043228310,reference_only,False,28,,2,0,,,,,,,
W2054738187,W2054738187,reference_only,False,28,,2,0,,,,,,,
W2062029950,W2062029950,reference_only,False,19,,3,0,,,,,,,
W2074331253,W2074331253,reference_only,False,28,,2,0,,,,,,,
W2077012593,W2077012593,reference_only,False,28,,2,0,,,,,,,
W2090858180,W2090858180,reference_only,False,28,,2,0,,,,,,,
W2117074369,W2117074369,reference_only,False,28,,2,0,,,,,,,
W2169574943,W2169574943,reference_only,False,3,,2,0,,,,,,,
W2301212998,W2301212998,reference_only,False,28,,2,0,,,,,,,
W2466521580,W2466521580,reference_only,False,28,,2,0,,,,,,,
W2769134927,W2769134927,reference_only,False,28,,2,0,,,,,,,
W2892546337,W2892546337,reference_only,False,28,,2,0,,,,,,,
W2915768693,W2915768693,reference_only,False,28,,2,0,,,,,,,
W2919609362,W2919609362,reference_only,False,28,,3,0,,,,,,,
W3042358928,Evaluation of an enhanced pulse oximeter auditory display: a simulation study,publication,True,19,2020.0,0,22,Healthcare Technology and Patient Monitoring,British Journal of Anaesthesia,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1016/j.bja.2020.05.038
W1580377017,W1580377017,reference_only,False,19,,2,0,,,,,,,
W2020991929,W2020991929,reference_only,False,19,,2,0,,,,,,,
W2037557484,W2037557484,reference_only,False,35,,5,0,,,,,,,
W2053154970,W2053154970,reference_only,False,6,,3,0,,,,,,,
W2087484885,W2087484885,reference_only,False,19,,7,0,,,,,,,
W2143762787,W2143762787,reference_only,False,19,,2,0,,,,,,,
W2950068676,Smooth or Stepped? Laboratory Comparison of Enhanced Sonifications for Monitoring Patient Oxygen Saturation,publication,True,19,2019.0,3,33,Healthcare Technology and Patient Monitoring,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Surgery,Medicine,Health Sciences,https://doi.org/10.1177/0018720819845742
W2979830676,W2979830676,reference_only,False,19,,2,0,,,,,,,
W1995939361,The Helical Keyboard: Perspectives for Spatial Auditory Displays and Visual Music,publication,True,0,2002.0,0,5,Music Technology and Sound Studies,Journal of New Music Research,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1076/jnmr.31.3.269.14180
W1522563648,W1522563648,reference_only,False,0,,2,0,,,,,,,
W2007055291,W2007055291,reference_only,False,0,,2,0,,,,,,,
W43735165,W43735165,reference_only,False,35,,2,0,,,,,,,
W1974032361,W1974032361,reference_only,False,35,,2,0,,,,,,,
W1976858987,W1976858987,reference_only,False,19,,4,0,,,,,,,
W1978549497,W1978549497,reference_only,False,35,,2,0,,,,,,,
W1982453218,W1982453218,reference_only,False,35,,2,0,,,,,,,
W2014115543,W2014115543,reference_only,False,35,,3,0,,,,,,,
W2018914358,W2018914358,reference_only,False,35,,2,0,,,,,,,
W2023536559,W2023536559,reference_only,False,35,,2,0,,,,,,,
W2026787474,W2026787474,reference_only,False,35,,2,0,,,,,,,
W2034780273,W2034780273,reference_only,False,31,,3,0,,,,,,,
W2038686210,W2038686210,reference_only,False,35,,2,0,,,,,,,
W2041106677,W2041106677,reference_only,False,35,,2,0,,,,,,,
W2042851409,W2042851409,reference_only,False,35,,2,0,,,,,,,
W2068310180,W2068310180,reference_only,False,35,,3,0,,,,,,,
W2072597636,W2072597636,reference_only,False,35,,3,0,,,,,,,
W2091956573,W2091956573,reference_only,False,35,,3,0,,,,,,,
W2096368785,W2096368785,reference_only,False,35,,2,0,,,,,,,
W2096591841,W2096591841,reference_only,False,35,,2,0,,,,,,,
W2109887283,W2109887283,reference_only,False,19,,2,0,,,,,,,
W2118607666,W2118607666,reference_only,False,35,,2,0,,,,,,,
W2120195728,W2120195728,reference_only,False,8,,4,0,,,,,,,
W2121860971,W2121860971,reference_only,False,35,,2,0,,,,,,,
W2123098610,W2123098610,reference_only,False,35,,2,0,,,,,,,
W2124827241,W2124827241,reference_only,False,35,,2,0,,,,,,,
W2138672651,W2138672651,reference_only,False,35,,2,0,,,,,,,
W2146928477,W2146928477,reference_only,False,35,,2,0,,,,,,,
W2150485654,W2150485654,reference_only,False,35,,2,0,,,,,,,
W2154204891,W2154204891,reference_only,False,35,,2,0,,,,,,,
W2320899008,W2320899008,reference_only,False,35,,3,0,,,,,,,
W2341542457,W2341542457,reference_only,False,35,,6,0,,,,,,,
W2341685500,W2341685500,reference_only,False,35,,3,0,,,,,,,
W2397212113,W2397212113,reference_only,False,35,,2,0,,,,,,,
W2418880548,W2418880548,reference_only,False,35,,3,0,,,,,,,
W2507718995,W2507718995,reference_only,False,35,,2,0,,,,,,,
W2560199723,W2560199723,reference_only,False,35,,3,0,,,,,,,
W2600124200,W2600124200,reference_only,False,35,,2,0,,,,,,,
W2617199496,W2617199496,reference_only,False,35,,3,0,,,,,,,
W2780672337,W2780672337,reference_only,False,35,,4,0,,,,,,,
W2783390141,W2783390141,reference_only,False,35,,2,0,,,,,,,
W4235011715,W4235011715,reference_only,False,19,,2,0,,,,,,,
W4237513721,W4237513721,reference_only,False,30,,4,0,,,,,,,
W4240402692,W4240402692,reference_only,False,35,,7,0,,,,,,,
W6780584328,W6780584328,reference_only,False,26,,2,0,,,,,,,
W6157337,W6157337,reference_only,False,1,,2,0,,,,,,,
W116148738,W116148738,reference_only,False,1,,2,0,,,,,,,
W1559384493,W1559384493,reference_only,False,1,,2,0,,,,,,,
W2058468883,W2058468883,reference_only,False,1,,5,0,,,,,,,
W2142596912,W2142596912,reference_only,False,8,,5,0,,,,,,,
W3023580939,W3023580939,reference_only,False,1,,2,0,,,,,,,
W2939696799,Cognitive load associations when utilizing auditory display within image-guided neurosurgery,publication,True,31,2019.0,2,13,Augmented Reality Applications,International Journal of Computer Assisted Radiology and Surgery,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/s11548-019-01970-w
W2098226206,W2098226206,reference_only,False,6,,2,0,,,,,,,
W2513927534,W2513927534,reference_only,False,31,,2,0,,,,,,,
W2798571922,W2798571922,reference_only,False,15,,3,0,,,,,,,
W2156408004,W2156408004,reference_only,False,6,,2,0,,,,,,,
W1977761341,W1977761341,reference_only,False,26,,3,0,,,,,,,
W1994893618,W1994893618,reference_only,False,26,,2,0,,,,,,,
W2049845852,W2049845852,reference_only,False,26,,6,0,,,,,,,
W2059450962,W2059450962,reference_only,False,0,,4,0,,,,,,,
W2071969679,W2071969679,reference_only,False,26,,5,0,,,,,,,
W2115589791,W2115589791,reference_only,False,26,,4,0,,,,,,,
W2514254236,"Lobbying for the ear, listening with the whole body: the (anti-)visual culture of sonification",publication,True,6,2016.0,5,24,Visual Culture and Art Theory,Sound Studies,article,Visual Arts and Performing Arts,Arts and Humanities,Social Sciences,https://doi.org/10.1080/20551940.2016.1214446
W1608056250,W1608056250,reference_only,False,6,,2,0,,,,,,,
W2137424775,W2137424775,reference_only,False,6,,2,0,,,,,,,
W2161601754,Data Karaoke: Sensory and Bodily Skills in Conference Presentations,publication,True,6,2015.0,2,19,Multisensory perception and integration,Science as Culture,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1080/09505431.2015.1052390
W124250475,W124250475,reference_only,False,5,,2,0,,,,,,,
W4385979334,Sounding Robots: Design and Evaluation of Auditory Displays for Unintentional Human-robot Interaction,publication,True,3,2023.0,0,19,Social Robot Interaction and HRI,ACM Transactions on Human-Robot Interaction,article,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1145/3611655
W1977386698,W1977386698,reference_only,False,19,,3,0,,,,,,,
W1998447053,W1998447053,reference_only,False,3,,2,0,,,,,,,
W2030177205,W2030177205,reference_only,False,3,,2,0,,,,,,,
W2227407841,W2227407841,reference_only,False,3,,5,0,,,,,,,
W2594562997,W2594562997,reference_only,False,3,,6,0,,,,,,,
W2736128047,W2736128047,reference_only,False,3,,3,0,,,,,,,
W3014708024,W3014708024,reference_only,False,3,,2,0,,,,,,,
W3094452219,W3094452219,reference_only,False,3,,4,0,,,,,,,
W3135360155,W3135360155,reference_only,False,3,,3,0,,,,,,,
W3164009507,Perceptual Evaluation of Blended Sonification of Mechanical Robot Sounds Produced by Emotionally Expressive Gestures: Augmenting Consequential Sounds to Improve Non-verbal Robot Communication,publication,True,3,2021.0,4,36,Multisensory perception and integration,International Journal of Social Robotics,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1007/s12369-021-00788-4
W3207430945,W3207430945,reference_only,False,3,,3,0,,,,,,,
W2147992783,W2147992783,reference_only,False,3,,7,0,,,,,,,
W2603731390,W2603731390,reference_only,False,6,,2,0,,,,,,,
W2963223223,Automatic detection and sonification of nonmotor generalized onset epileptic seizures: Preliminary results,publication,True,6,2019.0,2,10,EEG and Brain-Computer Interfaces,Brain Research,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.brainres.2019.146341
W2014683958,W2014683958,reference_only,False,6,,2,0,,,,,,,
W2139212933,W2139212933,reference_only,False,6,,2,0,,,,,,,
W7019140572,W7019140572,reference_only,False,31,,5,0,,,,,,,
W107411382,Sonification Aesthetics and Listening for Network Situational Awareness,publication,True,30,2014.0,2,15,Human-Automation Interaction and Safety,arXiv (Cornell University),preprint,Social Psychology,Psychology,Social Sciences,https://doi.org/10.13140/2.1.4225.6648
W2001234381,W2001234381,reference_only,False,6,,2,0,,,,,,,
W2132904166,W2132904166,reference_only,False,6,,2,0,,,,,,,
W2154279390,W2154279390,reference_only,False,6,,2,0,,,,,,,
W2166950143,W2166950143,reference_only,False,6,,2,0,,,,,,,
W2592647215,Heart Alert: ECG Sonification for supporting the detection and diagnosis of ST segment deviations,publication,True,6,2016.0,3,8,Healthcare Technology and Patient Monitoring,,article,Surgery,Medicine,Health Sciences,
W2615876895,W2615876895,reference_only,False,6,,3,0,,,,,,,
W3106652968,W3106652968,reference_only,False,6,,3,0,,,,,,,
W2021694194,W2021694194,reference_only,False,35,,2,0,,,,,,,
W2147440173,Sound feedback for the optimization of performance in running,publication,True,35,2012.0,2,3,Music Technology and Sound Studies,,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W4248476739,W4248476739,reference_only,False,19,,2,0,,,,,,,
W1982904413,A Design for Auditory Display,publication,True,1,2000.0,0,13,Tactile and Sensory Interactions,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/154193120004400159
W4205211754,W4205211754,reference_only,False,1,,2,0,,,,,,,
W172711948,W172711948,reference_only,False,35,,3,0,,,,,,,
W1576871820,W1576871820,reference_only,False,26,,3,0,,,,,,,
W1967590480,W1967590480,reference_only,False,26,,2,0,,,,,,,
W1985863029,W1985863029,reference_only,False,26,,2,0,,,,,,,
W2002507711,W2002507711,reference_only,False,8,,2,0,,,,,,,
W2034826838,W2034826838,reference_only,False,26,,2,0,,,,,,,
W2140232903,W2140232903,reference_only,False,26,,2,0,,,,,,,
W2165701656,W2165701656,reference_only,False,26,,2,0,,,,,,,
W2332457645,W2332457645,reference_only,False,6,,2,0,,,,,,,
W2509876617,W2509876617,reference_only,False,26,,3,0,,,,,,,
W2790493375,W2790493375,reference_only,False,26,,4,0,,,,,,,
W2805440904,W2805440904,reference_only,False,26,,2,0,,,,,,,
W2898741879,W2898741879,reference_only,False,26,,2,0,,,,,,,
W2943788284,W2943788284,reference_only,False,26,,3,0,,,,,,,
W2964842853,W2964842853,reference_only,False,26,,2,0,,,,,,,
W2981380018,W2981380018,reference_only,False,26,,2,0,,,,,,,
W2981433825,W2981433825,reference_only,False,26,,4,0,,,,,,,
W2999968954,W2999968954,reference_only,False,26,,2,0,,,,,,,
W2048211076,Effects of Interactive Sonification on Emotionally Expressive Walking Styles,publication,True,3,2015.0,2,34,Neuroscience and Music Perception,IEEE Transactions on Affective Computing,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/taffc.2015.2416724
W29529489,W29529489,reference_only,False,3,,3,0,,,,,,,
W417327207,W417327207,reference_only,False,5,,2,0,,,,,,,
W1529947985,W1529947985,reference_only,False,3,,2,0,,,,,,,
W1911060607,W1911060607,reference_only,False,1,,2,0,,,,,,,
W1969228838,W1969228838,reference_only,False,3,,2,0,,,,,,,
W1993008008,W1993008008,reference_only,False,3,,2,0,,,,,,,
W1994199133,W1994199133,reference_only,False,3,,8,0,,,,,,,
W2013988598,W2013988598,reference_only,False,3,,2,0,,,,,,,
W2107031757,W2107031757,reference_only,False,35,,5,0,,,,,,,
W2111919806,W2111919806,reference_only,False,3,,3,0,,,,,,,
W2166140710,W2166140710,reference_only,False,3,,3,0,,,,,,,
W2233813020,W2233813020,reference_only,False,3,,2,0,,,,,,,
W4230718620,W4230718620,reference_only,False,3,,2,0,,,,,,,
W1558643881,Scenes and Images into Sounds: A Taxonomy of Image Sonification Methods for Mobility Applications,publication,True,6,2014.0,3,0,Tactile and Sensory Interactions,Journal of the Audio Engineering Society,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.17743/jaes.2014.0009
W2109990343,W2109990343,reference_only,False,26,,6,0,,,,,,,
W3005085113,Mapping for meaning: the embodied sonification listening model and its implications for the mapping problem in sonic information design,publication,True,5,2020.0,6,50,"Language, Metaphor, and Cognition",Journal on Multimodal User Interfaces,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1007/s12193-020-00318-y
W350139113,W350139113,reference_only,False,5,,3,0,,,,,,,
W364991292,W364991292,reference_only,False,1,,2,0,,,,,,,
W1527935828,W1527935828,reference_only,False,5,,2,0,,,,,,,
W1564089514,W1564089514,reference_only,False,5,,2,0,,,,,,,
W1978365722,W1978365722,reference_only,False,5,,2,0,,,,,,,
W1984502100,W1984502100,reference_only,False,5,,3,0,,,,,,,
W1992160271,W1992160271,reference_only,False,5,,3,0,,,,,,,
W2011423846,W2011423846,reference_only,False,5,,4,0,,,,,,,
W2251410821,W2251410821,reference_only,False,5,,2,0,,,,,,,
W2277301908,W2277301908,reference_only,False,5,,2,0,,,,,,,
W2342321971,W2342321971,reference_only,False,5,,3,0,,,,,,,
W2406029310,W2406029310,reference_only,False,5,,4,0,,,,,,,
W2594321329,W2594321329,reference_only,False,5,,3,0,,,,,,,
W2616880359,W2616880359,reference_only,False,5,,2,0,,,,,,,
W2681842599,W2681842599,reference_only,False,5,,2,0,,,,,,,
W2897810656,"Addressing the Mapping Problem in Sonic Information Design through Embodied Image Schemata, Conceptual Metaphors, and Conceptual Blending",publication,True,5,2019.0,2,34,"Language, Metaphor, and Cognition",Journal of sonic studies,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.22501/jss.515156
W2903863026,W2903863026,reference_only,False,5,,2,0,,,,,,,
W2964368400,W2964368400,reference_only,False,5,,8,0,,,,,,,
W3081607173,W3081607173,reference_only,False,5,,2,0,,,,,,,
W2160470125,W2160470125,reference_only,False,1,,2,0,,,,,,,
W3199531051,Non-melanoma skin cancer diagnosis: a comparison between dermoscopic and smartphone images by unified visual and sonification deep learning algorithms,publication,True,6,2021.0,0,7,Cutaneous Melanoma Detection and Management,Journal of Cancer Research and Clinical Oncology,article,Oncology,Medicine,Health Sciences,https://doi.org/10.1007/s00432-021-03809-x
W2096016260,W2096016260,reference_only,False,6,,2,0,,,,,,,
W2946796433,Skin cancer detection by deep learning and sound analysis algorithms: A prospective clinical study of an elementary dermoscope,publication,True,6,2019.0,2,13,Cutaneous Melanoma Detection and Management,EBioMedicine,article,Oncology,Medicine,Health Sciences,https://doi.org/10.1016/j.ebiom.2019.04.055
W295772216,W295772216,reference_only,False,5,,2,0,,,,,,,
W563936930,W563936930,reference_only,False,5,,2,0,,,,,,,
W1493418801,W1493418801,reference_only,False,5,,2,0,,,,,,,
W2015101847,"Model-based sonification revisited---authors' comments on Hermann and Ritter, ICAD 2002",publication,True,6,2005.0,3,11,Music Technology and Sound Studies,ACM Transactions on Applied Perception,article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1145/1101530.1101557
W2072785492,W2072785492,reference_only,False,6,,9,0,,,,,,,
W2076040368,W2076040368,reference_only,False,3,,7,0,,,,,,,
W4399969971,W4399969971,reference_only,False,1,,2,0,,,,,,,
W6645711090,W6645711090,reference_only,False,6,,2,0,,,,,,,
W2962242387,Sonification of Three-Dimensional Vector Fields,publication,True,8,2004.0,0,7,Music Technology and Sound Studies,eScholarship (California Digital Library),article,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,
W2004990376,W2004990376,reference_only,False,8,,3,0,,,,,,,
W2103368830,W2103368830,reference_only,False,8,,2,0,,,,,,,
W153595027,W153595027,reference_only,False,35,,2,0,,,,,,,
W1839056034,W1839056034,reference_only,False,35,,3,0,,,,,,,
W2047994903,W2047994903,reference_only,False,35,,2,0,,,,,,,
W2064136345,W2064136345,reference_only,False,35,,3,0,,,,,,,
W2125910719,W2125910719,reference_only,False,35,,4,0,,,,,,,
W2167066169,W2167066169,reference_only,False,35,,3,0,,,,,,,
W2278339107,W2278339107,reference_only,False,6,,2,0,,,,,,,
W2562983303,W2562983303,reference_only,False,35,,2,0,,,,,,,
W2786450869,W2786450869,reference_only,False,35,,4,0,,,,,,,
W2799914914,Sonifying social-ecological change: A wetland laments agricultural transformation,publication,True,6,2018.0,0,7,Land Use and Ecosystem Services,Ecology and Society,article,Global and Planetary Change,Environmental Science,Physical Sciences,https://doi.org/10.5751/es-10055-230220
W812793520,Listen to the Sound of Data,publication,True,6,2015.0,2,17,Music and Audio Processing,,book-chapter,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.1007/978-3-319-14998-1_19
W1971392238,W1971392238,reference_only,False,6,,2,0,,,,,,,
W2474317503,W2474317503,reference_only,False,6,,2,0,,,,,,,
W2626276769,An Introduction to Data Sonification,publication,True,6,2011.0,3,0,Music Technology and Sound Studies,Oxford University Press eBooks,book,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1093/oxfordhb/9780199792030.013.0016
W2791753912,W2791753912,reference_only,False,6,,2,0,,,,,,,
W3016418421,A Hierarchical Visual Feature-Based Approach For Image Sonification,publication,True,26,2020.0,2,32,Tactile and Sensory Interactions,IEEE Transactions on Multimedia,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/tmm.2020.2987710
W1908953056,W1908953056,reference_only,False,26,,2,0,,,,,,,
W1977007664,W1977007664,reference_only,False,26,,6,0,,,,,,,
W2021796188,Interactive Sonification [Guest editors' introduction],publication,True,6,2015.0,4,7,Tactile and Sensory Interactions,IEEE Multimedia,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/mmul.2015.8
W2029056124,W2029056124,reference_only,False,26,,2,0,,,,,,,
W2074750468,W2074750468,reference_only,False,26,,6,0,,,,,,,
W2095312086,W2095312086,reference_only,False,26,,3,0,,,,,,,
W2121927366,W2121927366,reference_only,False,26,,2,0,,,,,,,
W2151489780,W2151489780,reference_only,False,26,,2,0,,,,,,,
W2314223843,W2314223843,reference_only,False,26,,3,0,,,,,,,
W2544261385,PictureSensation – a mobile application to help the blind explore the visual world through touch and sound,publication,True,26,2016.0,2,12,Tactile and Sensory Interactions,Journal of Rehabilitation and Assistive Technologies Engineering,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/2055668316674582
W2771596738,W2771596738,reference_only,False,26,,3,0,,,,,,,
W4242621561,Designing an Interactive Audio Interface for Climate Science,publication,True,5,2015.0,4,13,Multisensory perception and integration,IEEE Multimedia,article,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1109/mmul.2015.4
W6689554483,W6689554483,reference_only,False,26,,2,0,,,,,,,
W412097998,INVESTIGATION OF SYSTEM LATENCY DETECTION THRESHOLD OF VIRTUAL AUDITORY DISPLAY,publication,True,8,2006.0,0,13,Hearing Loss and Rehabilitation,,article,Cognitive Neuroscience,Neuroscience,Life Sciences,
W2068054279,Desktop data sonification,publication,True,1,2005.0,0,14,Tactile and Sensory Interactions,ACM Transactions on Applied Perception,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/1101530.1101545
W1888262238,An Auditory Display for Exploratory Visualization of Multidimensional Data,publication,True,1,1991.0,0,10,Noise Effects and Management,,book-chapter,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1007/978-3-642-75903-1_10
W1967595366,W1967595366,reference_only,False,1,,3,0,,,,,,,
W2002010034,W2002010034,reference_only,False,1,,2,0,,,,,,,
W2002041302,W2002041302,reference_only,False,1,,3,0,,,,,,,
W4212894378,An Embodied Sonification Model for Sit-to-Stand Transfers,publication,True,6,2022.0,2,53,Tactile and Sensory Interactions,Frontiers in Psychology,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.3389/fpsyg.2022.806861
W1597258139,W1597258139,reference_only,False,6,,2,0,,,,,,,
W1980274578,W1980274578,reference_only,False,31,,6,0,,,,,,,
W2030742234,W2030742234,reference_only,False,6,,2,0,,,,,,,
W2038107928,W2038107928,reference_only,False,6,,2,0,,,,,,,
W2058706019,W2058706019,reference_only,False,6,,2,0,,,,,,,
W2060851700,W2060851700,reference_only,False,6,,2,0,,,,,,,
W2102617558,Using music as a signal for biofeedback,publication,True,6,2013.0,6,18,Neuroscience and Music Perception,International Journal of Psychophysiology,article,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.ijpsycho.2013.04.013
W2120798975,W2120798975,reference_only,False,6,,2,0,,,,,,,
W2124698660,W2124698660,reference_only,False,6,,2,0,,,,,,,
